C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_31_169.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_31_169.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_31_169.jpg,0,0,0,0.0001234849
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_31_246.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_31_246.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_31_246.jpg,0,0,0,0.0001964077
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_31_327.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_31_327.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_31_327.jpg,0,0,0,4.760424E-05
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_31_406.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_31_406.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_31_406.jpg,0,0,0,3.88629E-05
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_31_483.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_31_483.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_31_483.jpg,0,0,0,3.680867E-05
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_31_562.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_31_562.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_31_562.jpg,0,0,0,5.782262E-05
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_31_643.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_31_643.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_31_643.jpg,0,0,0,7.568226E-05
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_31_720.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_31_720.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_31_720.jpg,0,0,0,0.0001029926
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_31_806.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_31_806.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_31_806.jpg,0,0,0,0.0001167314
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_31_879.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_31_879.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_31_879.jpg,0,0,0,0.0001380888
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_31_956.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_31_956.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_31_956.jpg,0,0,0,0.0001797414
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_32_037.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_32_037.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_32_037.jpg,0,0,0,0.0002606769
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_32_115.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_32_115.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_32_115.jpg,0,0,0,4.914054E-05
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_32_194.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_32_194.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_32_194.jpg,0,0,0,4.914685E-05
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_32_274.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_32_274.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_32_274.jpg,0,0,0,8.347274E-05
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_32_351.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_32_351.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_32_351.jpg,0,0,0,9.045333E-05
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_32_431.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_32_431.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_32_431.jpg,0,0,0,0.0001015954
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_32_581.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_32_581.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_32_581.jpg,0,0.315121,0,0.3114092
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_32_641.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_32_641.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_32_641.jpg,0,0.5153838,0,0.7813713
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_32_708.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_32_708.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_32_708.jpg,0,0.715659,0,1.256127
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_32_785.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_32_785.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_32_785.jpg,0,0.9469964,0,2.114279
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_32_865.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_32_865.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_32_865.jpg,0,1,0,3.064697
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_32_945.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_32_945.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_32_945.jpg,0,1,0,4.00556
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_33_025.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_33_025.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_33_025.jpg,0,1,0,4.939359
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_33_118.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_33_118.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_33_118.jpg,0,1,0,6.096044
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_33_223.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_33_223.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_33_223.jpg,0,1,0,7.2414
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_33_302.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_33_302.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_33_302.jpg,0,1,0,8.149706
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_33_382.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_33_382.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_33_382.jpg,0,0.759381,0,8.89315
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_33_462.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_33_462.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_33_462.jpg,0,0.5189914,0,9.402234
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_33_541.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_33_541.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_33_541.jpg,0,0.2810279,0,9.675959
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_33_620.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_33_620.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_33_620.jpg,0,0.04257808,0,9.715773
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_33_702.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_33_702.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_33_702.jpg,0,0,0,9.641185
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_33_781.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_33_781.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_33_781.jpg,0,0,0,9.563693
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_33_862.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_33_862.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_33_862.jpg,0.2,0,0,9.475888
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_33_942.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_33_942.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_33_942.jpg,0.006487406,0,0,9.397296
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_34_024.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_34_024.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_34_024.jpg,0,0,0,9.32087
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_34_102.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_34_102.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_34_102.jpg,0,0,0,9.245848
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_34_182.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_34_182.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_34_182.jpg,0,0,0,9.171516
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_34_261.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_34_261.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_34_261.jpg,0,0,0,9.097795
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_34_341.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_34_341.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_34_341.jpg,0,0,0,9.024671
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_34_423.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_34_423.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_34_423.jpg,0,0,0,8.952132
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_34_502.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_34_502.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_34_502.jpg,0,0,0,8.880178
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_34_581.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_34_581.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_34_581.jpg,0,0.2369088,0,8.966208
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_34_660.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_34_660.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_34_660.jpg,0,0.4773169,0,9.284366
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_34_739.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_34_739.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_34_739.jpg,0,0.7148123,0,9.827845
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_34_821.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_34_821.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_34_821.jpg,0,0.957311,0,10.59588
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_34_896.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_34_896.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_34_896.jpg,0,1,0,11.25425
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_34_976.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_34_976.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_34_976.jpg,0,0.8859947,0,11.88505
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_35_056.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_35_056.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_35_056.jpg,0,0.6486333,0,12.39686
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_35_136.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_35_136.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_35_136.jpg,0,0.412465,0,13.06505
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_35_214.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_35_214.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_35_214.jpg,0,0.1741891,0,12.84882
C:\Users\Bunny\Desktop\test010101\IMG\center_2019_04_08_22_50_35_292.jpg,C:\Users\Bunny\Desktop\test010101\IMG\left_2019_04_08_22_50_35_292.jpg,C:\Users\Bunny\Desktop\test010101\IMG\right_2019_04_08_22_50_35_292.jpg,0,0,0,12.86622
